source,FoodID,FoodName,Protein_g_100g,Fat_g_100g,Carbs_g_100g,Fiber_g_100g,Sodium_mg_100g
,4970,,,,,,
,4973,,,,,,
,4974,,,,,,
,4975,,,,,,
,4976,,,,,,
,4979,,,,,,
,4980,,,,,,
,4981,,,,,,
,4983,,,,,,
,4985,,,,,,
,4986,,,,,,
,4988,,,,,,
,4989,,,,,,
,4990,,,,,,
,4991,,,,,,
,4993,,,,,,
,4994,,,,,,
,4995,,,,,,
,4996,,,,,,
,4997,,,,,,
,4998,,,,,,
,5001,,,,,,
,5002,,,,,,
,5009,,,,,,
,5010,,,,,,
,5011,,,,,,
,5067,,,,,,
,5069,,,,,,
,5081,,,,,,
,5082,,,,,,
,5084,,,,,,
,5088,,,,,,
,5112,,,,,,
,5113,,,,,,
,5114,,,,,,
,5124,,,,,,
,5132,,,,,,
,5133,,,,,,
,5134,,,,,,
,5135,,,,,,
,5136,,,,,,
,5137,,,,,,
,5139,,,,,,
,5143,,,,,,
,5144,,,,,,
,5145,,,,,,
,5148,,,,,,
,5153,,,,,,
,5155,,,,,,
,5158,,,,,,
,5161,,,,,,
,5168,,,,,,
,5173,,,,,,
,5174,,,,,,
,5175,,,,,,
,5176,,,,,,
,5178,,,,,,
,5179,,,,,,
,5180,,,,,,
,5181,,,,,,
,5182,,,,,,
,5184,,,,,,
,5185,,,,,,
,5186,,,,,,
,5187,,,,,,
,5188,,,,,,
,5189,,,,,,
,5193,,,,,,
,5195,,,,,,
,5196,,,,,,
,5199,,,,,,
,5203,,,,,,
,5204,,,,,,
,5205,,,,,,
,5206,,,,,,
,5207,,,,,,
,5208,,,,,,
,5209,,,,,,
,5211,,,,,,
,5212,,,,,,
,5213,,,,,,
,5214,,,,,,
,5215,,,,,,
,5216,,,,,,
,5217,,,,,,
,5218,,,,,,
,5219,,,,,,
,5220,,,,,,
,5221,,,,,,
,5222,,,,,,
,5223,,,,,,
,5224,,,,,,
,5225,,,,,,
,5226,,,,,,
,5227,,,,,,
,5228,,,,,,
,5229,,,,,,
,5230,,,,,,
,5231,,,,,,
,5232,,,,,,
,5240,,,,,,
,5241,,,,,,
,5253,,,,,,
,5254,,,,,,
,5255,,,,,,
,5256,,,,,,
,5257,,,,,,
,5258,,,,,,
,5260,,,,,,
,5261,,,,,,
,5263,,,,,,
,5266,,,,,,
,5267,,,,,,
,5268,,,,,,
,5269,,,,,,
,5270,,,,,,
,5273,,,,,,
,5275,,,,,,
,5276,,,,,,
,5277,,,,,,
,5278,,,,,,
,5279,,,,,,
,5282,,,,,,
,5283,,,,,,
,5284,,,,,,
,5285,,,,,,
,5286,,,,,,
,5287,,,,,,
,5288,,,,,,
,5290,,,,,,
,5291,,,,,,
,5292,,,,,,
,5293,,,,,,
,5294,,,,,,
,5295,,,,,,
,5296,,,,,,
,5297,,,,,,
,5299,,,,,,
,5300,,,,,,
,5305,,,,,,
,5306,,,,,,
,5307,,,,,,
,5308,,,,,,
,5309,,,,,,
,5310,,,,,,
,5316,,,,,,
,5327,,,,,,
,5328,,,,,,
,5329,,,,,,
,5330,,,,,,
,5331,,,,,,
,5332,,,,,,
,5333,,,,,,
,5334,,,,,,
,5335,,,,,,
,5336,,,,,,
,5337,,,,,,
,5338,,,,,,
,5339,,,,,,
,5340,,,,,,
,5341,,,,,,
,5347,,,,,,
,5348,,,,,,
,5350,,,,,,
,5351,,,,,,
,5352,,,,,,
,5353,,,,,,
,5354,,,,,,
,5355,,,,,,
,5356,,,,,,
,5357,,,,,,
,5358,,,,,,
,5361,,,,,,
,5362,,,,,,
,5363,,,,,,
,5364,,,,,,
,5368,,,,,,
,5369,,,,,,
,5370,,,,,,
,5371,,,,,,
,5373,,,,,,
,5376,,,,,,
,5377,,,,,,
,5378,,,,,,
,5379,,,,,,
,5381,,,,,,
,5384,,,,,,
,5389,,,,,,
,5390,,,,,,
,5391,,,,,,
,5392,,,,,,
,5393,,,,,,
,5394,,,,,,
,5395,,,,,,
,5396,,,,,,
,5397,,,,,,
,5398,,,,,,
,5399,,,,,,
,5400,,,,,,
,5401,,,,,,
,5402,,,,,,
,5403,,,,,,
,5404,,,,,,
,5405,,,,,,
,5406,,,,,,
,5407,,,,,,
,5408,,,,,,
,5409,,,,,,
,5410,,,,,,
,5411,,,,,,
,5412,,,,,,
,5413,,,,,,
,5414,,,,,,
,5415,,,,,,
,5416,,,,,,
,5417,,,,,,
,5419,,,,,,
,5422,,,,,,
,5423,,,,,,
,5424,,,,,,
,5426,,,,,,
,5427,,,,,,
,5428,,,,,,
,5429,,,,,,
,5430,,,,,,
,5431,,,,,,
,5433,,,,,,
,5434,,,,,,
,5435,,,,,,
,5437,,,,,,
,5438,,,,,,
,5439,,,,,,
,5441,,,,,,
,5442,,,,,,
,5444,,,,,,
,5449,,,,,,
,5450,,,,,,
,5451,,,,,,
,5452,,,,,,
,5453,,,,,,
,5454,,,,,,
,5455,,,,,,
,5456,,,,,,
,5457,,,,,,
,5458,,,,,,
,5459,,,,,,
,5462,,,,,,
,5463,,,,,,
,5464,,,,,,
,5465,,,,,,
,5466,,,,,,
,5467,,,,,,
,5469,,,,,,
,5470,,,,,,
,5471,,,,,,
,5472,,,,,,
,5473,,,,,,
,5474,,,,,,
,5475,,,,,,
,5476,,,,,,
,5478,,,,,,
,5480,,,,,,
,5483,,,,,,
,5485,,,,,,
,5486,,,,,,
,5487,,,,,,
,5489,,,,,,
,5490,,,,,,
,5491,,,,,,
,5492,,,,,,
,5493,,,,,,
,5495,,,,,,
,5496,,,,,,
,5497,,,,,,
,5498,,,,,,
,5499,,,,,,
,5501,,,,,,
,5507,,,,,,
,5508,,,,,,
,5509,,,,,,
,5510,,,,,,
,5511,,,,,,
,5512,,,,,,
,5515,,,,,,
,5516,,,,,,
,5517,,,,,,
,5518,,,,,,
,5520,,,,,,
,5521,,,,,,
,5522,,,,,,
,5523,,,,,,
,5524,,,,,,
,5525,,,,,,
,5526,,,,,,
,5527,,,,,,
,5528,,,,,,
,5529,,,,,,
,5530,,,,,,
,5531,,,,,,
,5533,,,,,,
,5534,,,,,,
,5535,,,,,,
,5536,,,,,,
,5537,,,,,,
,5538,,,,,,
,5539,,,,,,
,5540,,,,,,
,5541,,,,,,
,5543,,,,,,
,5544,,,,,,
,5545,,,,,,
,5546,,,,,,
,5547,,,,,,
,5548,,,,,,
,5549,,,,,,
,5550,,,,,,
,5551,,,,,,
,5552,,,,,,
,5553,,,,,,
,5554,,,,,,
,5555,,,,,,
,5556,,,,,,
,5557,,,,,,
,5558,,,,,,
,5560,,,,,,
,5561,,,,,,
,5562,,,,,,
,5563,,,,,,
,5565,,,,,,
,5566,,,,,,
,5567,,,,,,
,5568,,,,,,
,5569,,,,,,
,5570,,,,,,
,5571,,,,,,
,5572,,,,,,
,5573,,,,,,
,5574,,,,,,
,5575,,,,,,
,5577,,,,,,
,5578,,,,,,
,5579,,,,,,
,5580,,,,,,
,5582,,,,,,
,5583,,,,,,
,5584,,,,,,
,5585,,,,,,
,5586,,,,,,
,5587,,,,,,
,5588,,,,,,
,5589,,,,,,
,5591,,,,,,
,5592,,,,,,
,5593,,,,,,
,5595,,,,,,
,5597,,,,,,
,5598,,,,,,
,5599,,,,,,
,5600,,,,,,
,5601,,,,,,
,5602,,,,,,
,5603,,,,,,
,5604,,,,,,
,5605,,,,,,
,5606,,,,,,
,5607,,,,,,
,5608,,,,,,
,5609,,,,,,
,5610,,,,,,
,5611,,,,,,
,5612,,,,,,
,5613,,,,,,
,5614,,,,,,
,5615,,,,,,
,5616,,,,,,
,5617,,,,,,
,5618,,,,,,
,5619,,,,,,
,5620,,,,,,
,5622,,,,,,
,5623,,,,,,
,5624,,,,,,
,5625,,,,,,
,5626,,,,,,
,5627,,,,,,
,5628,,,,,,
,5629,,,,,,
,5630,,,,,,
,5631,,,,,,
,5632,,,,,,
,5633,,,,,,
,5634,,,,,,
,5635,,,,,,
,5638,,,,,,
,5639,,,,,,
,5640,,,,,,
,5641,,,,,,
,5642,,,,,,
,5643,,,,,,
,5644,,,,,,
,5645,,,,,,
,5646,,,,,,
,5647,,,,,,
,5648,,,,,,
,5649,,,,,,
,5650,,,,,,
,5651,,,,,,
,5652,,,,,,
,5653,,,,,,
,5654,,,,,,
,5655,,,,,,
,5656,,,,,,
,5657,,,,,,
,5658,,,,,,
,5659,,,,,,
,5660,,,,,,
,5661,,,,,,
,5662,,,,,,
,5663,,,,,,
,5664,,,,,,
,5665,,,,,,
,5666,,,,,,
,5667,,,,,,
,5669,,,,,,
,5674,,,,,,
,5675,,,,,,
,5677,,,,,,
,5678,,,,,,
,5679,,,,,,
,5680,,,,,,
,5681,,,,,,
,5682,,,,,,
,5683,,,,,,
,5684,,,,,,
,5685,,,,,,
,5687,,,,,,
,5689,,,,,,
,5691,,,,,,
,5692,,,,,,
,5693,,,,,,
,5694,,,,,,
,5696,,,,,,
,5698,,,,,,
,5699,,,,,,
,5702,,,,,,
,5705,,,,,,
,5706,,,,,,
,5707,,,,,,
,5708,,,,,,
,5709,,,,,,
,5710,,,,,,
,5714,,,,,,
,5715,,,,,,
,5716,,,,,,
,5717,,,,,,
,5718,,,,,,
,5719,,,,,,
,5720,,,,,,
,5721,,,,,,
,5722,,,,,,
,5723,,,,,,
,5724,,,,,,
,5725,,,,,,
,5726,,,,,,
,5727,,,,,,
,5728,,,,,,
,5729,,,,,,
,5730,,,,,,
,5731,,,,,,
,5732,,,,,,
,5733,,,,,,
,5734,,,,,,
,5735,,,,,,
,5736,,,,,,
,5737,,,,,,
,5738,,,,,,
,5739,,,,,,
,5740,,,,,,
,5741,,,,,,
,5742,,,,,,
,5743,,,,,,
,5745,,,,,,
,5747,,,,,,
,5748,,,,,,
,5749,,,,,,
,5750,,,,,,
,5751,,,,,,
,5752,,,,,,
,5753,,,,,,
,5754,,,,,,
,5755,,,,,,
,5758,,,,,,
,5759,,,,,,
,5760,,,,,,
,5761,,,,,,
,5762,,,,,,
,5763,,,,,,
,5764,,,,,,
,5765,,,,,,
,5766,,,,,,
,5767,,,,,,
,5768,,,,,,
,5769,,,,,,
,5770,,,,,,
,5771,,,,,,
,5772,,,,,,
,5773,,,,,,
,5774,,,,,,
,5775,,,,,,
,5776,,,,,,
,5777,,,,,,
,5778,,,,,,
,5779,,,,,,
,5780,,,,,,
,5781,,,,,,
,5782,,,,,,
,5783,,,,,,
,5784,,,,,,
,5785,,,,,,
,5786,,,,,,
,5787,,,,,,
,5788,,,,,,
,5789,,,,,,
,5790,,,,,,
,5791,,,,,,
,5792,,,,,,
,5793,,,,,,
,5794,,,,,,
,5795,,,,,,
,5796,,,,,,
,5797,,,,,,
,5798,,,,,,
,5799,,,,,,
,5800,,,,,,
,5801,,,,,,
,5802,,,,,,
,5803,,,,,,
,5804,,,,,,
,5805,,,,,,
,5806,,,,,,
,5807,,,,,,
,5808,,,,,,
,5809,,,,,,
,5810,,,,,,
,5811,,,,,,
,5812,,,,,,
,5813,,,,,,
,5814,,,,,,
,5815,,,,,,
,5816,,,,,,
,5817,,,,,,
,5818,,,,,,
,5819,,,,,,
,5820,,,,,,
,5821,,,,,,
,5822,,,,,,
,5823,,,,,,
,5824,,,,,,
,5825,,,,,,
,5826,,,,,,
,5827,,,,,,
,5828,,,,,,
,5829,,,,,,
,5830,,,,,,
,5831,,,,,,
,5832,,,,,,
,5833,,,,,,
,5834,,,,,,
,5835,,,,,,
,5836,,,,,,
,5837,,,,,,
,5838,,,,,,
,5839,,,,,,
,5840,,,,,,
,5841,,,,,,
,5842,,,,,,
,5843,,,,,,
,5844,,,,,,
,5845,,,,,,
,5846,,,,,,
,5847,,,,,,
,5848,,,,,,
,5849,,,,,,
,5850,,,,,,
,5851,,,,,,
,5852,,,,,,
,5853,,,,,,
,5854,,,,,,
,5855,,,,,,
,5856,,,,,,
,5857,,,,,,
,5858,,,,,,
,5859,,,,,,
,5860,,,,,,
,5861,,,,,,
,5862,,,,,,
,5863,,,,,,
,5864,,,,,,
,5866,,,,,,
,5867,,,,,,
,5868,,,,,,
,5869,,,,,,
,5870,,,,,,
,5871,,,,,,
,5872,,,,,,
,5873,,,,,,
,5874,,,,,,
,5875,,,,,,
,5876,,,,,,
,5877,,,,,,
,5879,,,,,,
,5881,,,,,,
,5882,,,,,,
,5883,,,,,,
,5884,,,,,,
,5885,,,,,,
,5886,,,,,,
,5887,,,,,,
,5888,,,,,,
,5889,,,,,,
,5890,,,,,,
,5891,,,,,,
,5892,,,,,,
,5893,,,,,,
,5894,,,,,,
,5895,,,,,,
,5896,,,,,,
,5897,,,,,,
,5898,,,,,,
,5899,,,,,,
,5900,,,,,,
,5901,,,,,,
,5902,,,,,,
,5903,,,,,,
,5904,,,,,,
,5905,,,,,,
,5906,,,,,,
,5907,,,,,,
,5908,,,,,,
,5909,,,,,,
,5910,,,,,,
,5911,,,,,,
,5912,,,,,,
,5913,,,,,,
,5914,,,,,,
,5915,,,,,,
,5916,,,,,,
,5917,,,,,,
,5918,,,,,,
,5919,,,,,,
,5920,,,,,,
,5921,,,,,,
,5922,,,,,,
,5923,,,,,,
,5924,,,,,,
,5925,,,,,,
,5926,,,,,,
,5927,,,,,,
,5928,,,,,,
,5929,,,,,,
,5930,,,,,,
,5931,,,,,,
,5932,,,,,,
,5933,,,,,,
,5934,,,,,,
,5935,,,,,,
,5936,,,,,,
,5937,,,,,,
,5938,,,,,,
,5939,,,,,,
,5940,,,,,,
,5943,,,,,,
,5944,,,,,,
,5945,,,,,,
,5946,,,,,,
,5948,,,,,,
,5949,,,,,,
,5950,,,,,,
,5952,,,,,,
,5955,,,,,,
,5956,,,,,,
,5957,,,,,,
,5958,,,,,,
,5959,,,,,,
,5960,,,,,,
,5961,,,,,,
,5962,,,,,,
,5963,,,,,,
,5965,,,,,,
,5966,,,,,,
,5967,,,,,,
,5968,,,,,,
,5969,,,,,,
,5970,,,,,,
,5971,,,,,,
,5972,,,,,,
,5973,,,,,,
,5974,,,,,,
,5975,,,,,,
,5977,,,,,,
,5978,,,,,,
,5979,,,,,,
,5980,,,,,,
,5981,,,,,,
,5982,,,,,,
,5983,,,,,,
,5984,,,,,,
,5989,,,,,,
,5990,,,,,,
,5991,,,,,,
,5993,,,,,,
,5994,,,,,,
,5996,,,,,,
,5997,,,,,,
,5999,,,,,,
,6000,,,,,,
,6002,,,,,,
,6018,,,,,,
,6019,,,,,,
,6020,,,,,,
,6022,,,,,,
,6023,,,,,,
,6025,,,,,,
,6026,,,,,,
,6028,,,,,,
,6029,,,,,,
,6031,,,,,,
,6032,,,,,,
,6033,,,,,,
,6034,,,,,,
,6035,,,,,,
,6036,,,,,,
,6037,,,,,,
,6038,,,,,,
,6039,,,,,,
,6040,,,,,,
,6041,,,,,,
,6042,,,,,,
,6043,,,,,,
,6044,,,,,,
,6045,,,,,,
,6046,,,,,,
,6048,,,,,,
,6049,,,,,,
,6050,,,,,,
,6061,,,,,,
,6062,,,,,,
,6064,,,,,,
,6065,,,,,,
,6066,,,,,,
,6068,,,,,,
,6069,,,,,,
,6071,,,,,,
,6078,,,,,,
,6079,,,,,,
,6081,,,,,,
,6082,,,,,,
,6089,,,,,,
,6090,,,,,,
,6091,,,,,,
,6092,,,,,,
,6093,,,,,,
,6094,,,,,,
,6095,,,,,,
,6098,,,,,,
,6102,,,,,,
,6105,,,,,,
,6107,,,,,,
,6108,,,,,,
,6109,,,,,,
,6110,,,,,,
,6111,,,,,,
,6112,,,,,,
,6114,,,,,,
,6115,,,,,,
,6117,,,,,,
,6118,,,,,,
,6119,,,,,,
,6120,,,,,,
,6121,,,,,,
,6122,,,,,,
,6123,,,,,,
,6125,,,,,,
,6126,,,,,,
,6128,,,,,,
,6129,,,,,,
,6131,,,,,,
,6132,,,,,,
,6134,,,,,,
,6137,,,,,,
,6140,,,,,,
,6142,,,,,,
,6143,,,,,,
,6144,,,,,,
,6145,,,,,,
,6146,,,,,,
,6147,,,,,,
,6149,,,,,,
,6150,,,,,,
,6152,,,,,,
,6156,,,,,,
,6159,,,,,,
,6160,,,,,,
,6161,,,,,,
,6162,,,,,,
,6169,,,,,,
,6172,,,,,,
,6175,,,,,,
,6176,,,,,,
,6177,,,,,,
,6178,,,,,,
,6179,,,,,,
,6180,,,,,,
,6181,,,,,,
,6182,,,,,,
,6183,,,,,,
,6184,,,,,,
,6185,,,,,,
,6186,,,,,,
,6187,,,,,,
,6188,,,,,,
,6189,,,,,,
,6190,,,,,,
,6191,,,,,,
,6192,,,,,,
,6193,,,,,,
,6194,,,,,,
,6195,,,,,,
,6196,,,,,,
,6197,,,,,,
,6199,,,,,,
,6203,,,,,,
,6204,,,,,,
,6205,,,,,,
,6206,,,,,,
,6207,,,,,,
,6208,,,,,,
,6209,,,,,,
,6210,,,,,,
,6211,,,,,,
,6212,,,,,,
,6213,,,,,,
,6214,,,,,,
,6215,,,,,,
,6216,,,,,,
,6217,,,,,,
,6218,,,,,,
,6219,,,,,,
,6220,,,,,,
,6221,,,,,,
,6222,,,,,,
,6223,,,,,,
,6224,,,,,,
,6225,,,,,,
,6226,,,,,,
,6227,,,,,,
,6228,,,,,,
,6229,,,,,,
,6230,,,,,,
,6231,,,,,,
,6232,,,,,,
,6233,,,,,,
,6234,,,,,,
,6235,,,,,,
,6236,,,,,,
,6237,,,,,,
,6238,,,,,,
,6239,,,,,,
,6240,,,,,,
,6242,,,,,,
,6243,,,,,,
,6244,,,,,,
,6245,,,,,,
,6246,,,,,,
,6247,,,,,,
,6248,,,,,,
,6249,,,,,,
,6250,,,,,,
,6251,,,,,,
,6252,,,,,,
,6253,,,,,,
,6254,,,,,,
,6255,,,,,,
,6256,,,,,,
,6257,,,,,,
,6258,,,,,,
,6259,,,,,,
,6260,,,,,,
,6261,,,,,,
,6262,,,,,,
,6263,,,,,,
,6264,,,,,,
,6265,,,,,,
,6266,,,,,,
,6267,,,,,,
,6268,,,,,,
,6275,,,,,,
,6276,,,,,,
,6278,,,,,,
,6279,,,,,,
,6280,,,,,,
,6281,,,,,,
,6282,,,,,,
,6283,,,,,,
,6284,,,,,,
,6285,,,,,,
,6286,,,,,,
,6287,,,,,,
,6288,,,,,,
,6289,,,,,,
,6291,,,,,,
,6292,,,,,,
,6298,,,,,,
,501097,,,,,,
,501098,,,,,,
,501502,,,,,,
,501505,,,,,,
,501506,,,,,,
,501507,,,,,,
,501508,,,,,,
,501509,,,,,,
,501510,,,,,,
,501513,,,,,,
,501514,,,,,,
,501515,,,,,,
,501516,,,,,,
,501517,,,,,,
,501518,,,,,,
,501519,,,,,,
,501520,,,,,,
,501521,,,,,,
,501522,,,,,,
,501523,,,,,,
,501524,,,,,,
,501525,,,,,,
,501526,,,,,,
,501527,,,,,,
,501528,,,,,,
,501529,,,,,,
,501530,,,,,,
,501531,,,,,,
,501532,,,,,,
,501533,,,,,,
,501534,,,,,,
,501535,,,,,,
,501536,,,,,,
,501537,,,,,,
,501538,,,,,,
,501539,,,,,,
,501540,,,,,,
,501541,,,,,,
,501542,,,,,,
,501543,,,,,,
,501544,,,,,,
,501545,,,,,,
,501546,,,,,,
,501547,,,,,,
,501548,,,,,,
,501549,,,,,,
,501551,,,,,,
,501552,,,,,,
,501553,,,,,,
,501574,,,,,,
,501575,,,,,,
,501576,,,,,,
,501577,,,,,,
,501578,,,,,,
,501579,,,,,,
,501580,,,,,,
,501581,,,,,,
,501582,,,,,,
,501583,,,,,,
,501584,,,,,,
,501585,,,,,,
,501586,,,,,,
,501587,,,,,,
,501588,,,,,,
,501589,,,,,,
,501590,,,,,,
,501591,,,,,,
,501592,,,,,,
,501593,,,,,,
,501594,,,,,,
,501595,,,,,,
,501596,,,,,,
,501597,,,,,,
,501599,,,,,,
,501600,,,,,,
,501601,,,,,,
,501602,,,,,,
,501603,,,,,,
,501604,,,,,,
,501605,,,,,,
,501606,,,,,,
,501607,,,,,,
,501608,,,,,,
,501609,,,,,,
,501610,,,,,,
,501611,,,,,,
,501612,,,,,,
,501613,,,,,,
,501614,,,,,,
,501615,,,,,,
,501616,,,,,,
,501617,,,,,,
,501618,,,,,,
,501619,,,,,,
,501620,,,,,,
,501621,,,,,,
,501622,,,,,,
,501623,,,,,,
,501624,,,,,,
,501625,,,,,,
,501626,,,,,,
,501627,,,,,,
,501628,,,,,,
,501629,,,,,,
,501630,,,,,,
,501632,,,,,,
,501633,,,,,,
,501634,,,,,,
,501635,,,,,,
,501636,,,,,,
,501637,,,,,,
,501638,,,,,,
,501639,,,,,,
,501640,,,,,,
,501641,,,,,,
,501642,,,,,,
,501643,,,,,,
,501644,,,,,,
,501645,,,,,,
,501646,,,,,,
,501647,,,,,,
,501648,,,,,,
,501649,,,,,,
,501650,,,,,,
,501651,,,,,,
,501652,,,,,,
,501653,,,,,,
,501654,,,,,,
,501655,,,,,,
,501656,,,,,,
,501657,,,,,,
,501658,,,,,,
,501660,,,,,,
,501661,,,,,,
,501662,,,,,,
,501663,,,,,,
,501664,,,,,,
,501665,,,,,,
,501666,,,,,,
,501667,,,,,,
,501668,,,,,,
,501669,,,,,,
,501670,,,,,,
,501671,,,,,,
,501672,,,,,,
,501673,,,,,,
,501674,,,,,,
,501675,,,,,,
,501676,,,,,,
,501677,,,,,,
,501678,,,,,,
,501679,,,,,,
,501680,,,,,,
,501681,,,,,,
,501682,,,,,,
,501683,,,,,,
,501684,,,,,,
,501685,,,,,,
,501686,,,,,,
,501687,,,,,,
,501688,,,,,,
,501689,,,,,,
,501690,,,,,,
,501691,,,,,,
,501692,,,,,,
,501693,,,,,,
,501694,,,,,,
,501695,,,,,,
,501696,,,,,,
,501697,,,,,,
,501698,,,,,,
,501699,,,,,,
,501700,,,,,,
,501701,,,,,,
,501702,,,,,,
,501703,,,,,,
,501704,,,,,,
,501705,,,,,,
,501706,,,,,,
,501707,,,,,,
,501708,,,,,,
,501709,,,,,,
,501730,,,,,,
,501731,,,,,,
,501732,,,,,,
,501733,,,,,,
,501734,,,,,,
,501735,,,,,,
,501736,,,,,,
,501737,,,,,,
,501738,,,,,,
,501739,,,,,,
,501740,,,,,,
,501741,,,,,,
,501742,,,,,,
,501743,,,,,,
,501744,,,,,,
,501745,,,,,,
,501746,,,,,,
,501747,,,,,,
,501748,,,,,,
,501749,,,,,,
,501750,,,,,,
,501751,,,,,,
,501752,,,,,,
,501754,,,,,,
,501755,,,,,,
,501756,,,,,,
,501758,,,,,,
,501759,,,,,,
,501760,,,,,,
,501761,,,,,,
,501763,,,,,,
,501764,,,,,,
,501765,,,,,,
,501766,,,,,,
,501767,,,,,,
,501768,,,,,,
,501771,,,,,,
,501772,,,,,,
,501773,,,,,,
,501774,,,,,,
,501775,,,,,,
,501776,,,,,,
,501777,,,,,,
,501778,,,,,,
,501779,,,,,,
,501780,,,,,,
,501781,,,,,,
,501782,,,,,,
,501783,,,,,,
,501784,,,,,,
,501785,,,,,,
,501786,,,,,,
,501787,,,,,,
,501788,,,,,,
,501789,,,,,,
,501790,,,,,,
,501791,,,,,,
,501792,,,,,,
,501793,,,,,,
,501794,,,,,,
,501795,,,,,,
,501796,,,,,,
,501797,,,,,,
,501798,,,,,,
,501799,,,,,,
,501800,,,,,,
,501801,,,,,,
,501802,,,,,,
,501803,,,,,,
,501805,,,,,,
,501806,,,,,,
,501807,,,,,,
,501808,,,,,,
,501809,,,,,,
,501810,,,,,,
,501811,,,,,,
,501812,,,,,,
,501813,,,,,,
,501814,,,,,,
,501815,,,,,,
,501816,,,,,,
,501817,,,,,,
,501818,,,,,,
,501819,,,,,,
,501820,,,,,,
,501821,,,,,,
,501822,,,,,,
,501823,,,,,,
,501824,,,,,,
,501825,,,,,,
,501826,,,,,,
,501827,,,,,,
,501828,,,,,,
,501829,,,,,,
,501830,,,,,,
,501831,,,,,,
,501832,,,,,,
,501833,,,,,,
,501834,,,,,,
,501835,,,,,,
,501836,,,,,,
,501837,,,,,,
,501838,,,,,,
,501839,,,,,,
,501840,,,,,,
,501841,,,,,,
,501842,,,,,,
,501843,,,,,,
,501844,,,,,,
,501845,,,,,,
,501846,,,,,,
,501847,,,,,,
,501848,,,,,,
,501849,,,,,,
,501850,,,,,,
,501851,,,,,,
,501852,,,,,,
,501853,,,,,,
,501854,,,,,,
,501855,,,,,,
,501857,,,,,,
,501858,,,,,,
,501859,,,,,,
,501861,,,,,,
,501862,,,,,,
,501863,,,,,,
,501864,,,,,,
,501865,,,,,,
,501866,,,,,,
,501868,,,,,,
,501869,,,,,,
,501870,,,,,,
,501871,,,,,,
,501872,,,,,,
,501873,,,,,,
,501874,,,,,,
,501875,,,,,,
,501876,,,,,,
,501877,,,,,,
,501878,,,,,,
,501879,,,,,,
,501882,,,,,,
,501883,,,,,,
,501884,,,,,,
,501885,,,,,,
,501886,,,,,,
,501887,,,,,,
,501888,,,,,,
,501889,,,,,,
,501890,,,,,,
,501891,,,,,,
,501892,,,,,,
,501893,,,,,,
,501894,,,,,,
,501895,,,,,,
,501896,,,,,,
,501897,,,,,,
,501898,,,,,,
,501899,,,,,,
,501900,,,,,,
,501901,,,,,,
,501902,,,,,,
,501903,,,,,,
,501904,,,,,,
,501905,,,,,,
,501906,,,,,,
,501908,,,,,,
,501909,,,,,,
,501910,,,,,,
,501911,,,,,,
,501912,,,,,,
,501913,,,,,,
,501914,,,,,,
,501915,,,,,,
,501916,,,,,,
,501917,,,,,,
,501918,,,,,,
,501922,,,,,,
,501923,,,,,,
,501924,,,,,,
,501925,,,,,,
,501926,,,,,,
,501929,,,,,,
,501930,,,,,,
,501931,,,,,,
,501932,,,,,,
,501933,,,,,,
,501934,,,,,,
,501935,,,,,,
,501936,,,,,,
,501942,,,,,,
,501943,,,,,,
,501944,,,,,,
,501945,,,,,,
,501946,,,,,,
,501947,,,,,,
,501948,,,,,,
,501949,,,,,,
,501950,,,,,,
,501951,,,,,,
,501952,,,,,,
,501954,,,,,,
,501956,,,,,,
,501958,,,,,,
,501959,,,,,,
,501960,,,,,,
,501961,,,,,,
,501962,,,,,,
,501963,,,,,,
,501964,,,,,,
,501965,,,,,,
,501966,,,,,,
,501967,,,,,,
,501968,,,,,,
,501969,,,,,,
,501970,,,,,,
,501971,,,,,,
,501974,,,,,,
,501975,,,,,,
,501976,,,,,,
,501977,,,,,,
,501978,,,,,,
,501979,,,,,,
,501980,,,,,,
,501981,,,,,,
,501982,,,,,,
,501983,,,,,,
,501984,,,,,,
,501985,,,,,,
,501986,,,,,,
,501987,,,,,,
,501988,,,,,,
,501989,,,,,,
,501990,,,,,,
,501991,,,,,,
,501992,,,,,,
,501993,,,,,,
,501994,,,,,,
,501996,,,,,,
,501997,,,,,,
,501998,,,,,,
,501999,,,,,,
,502000,,,,,,
,502001,,,,,,
,502002,,,,,,
,502003,,,,,,
,502004,,,,,,
,502005,,,,,,
,502006,,,,,,
,502007,,,,,,
,502008,,,,,,
,502009,,,,,,
,502010,,,,,,
,502011,,,,,,
,502012,,,,,,
,502013,,,,,,
,502014,,,,,,
,502015,,,,,,
,502016,,,,,,
,502017,,,,,,
,502018,,,,,,
,502019,,,,,,
,502020,,,,,,
,502021,,,,,,
,502022,,,,,,
,502023,,,,,,
,502024,,,,,,
,502025,,,,,,
,502026,,,,,,
,502027,,,,,,
,502029,,,,,,
,502030,,,,,,
,502031,,,,,,
,502032,,,,,,
,502033,,,,,,
,502034,,,,,,
,502035,,,,,,
,502036,,,,,,
,502037,,,,,,
,502039,,,,,,
,502040,,,,,,
,502041,,,,,,
,502044,,,,,,
,502051,,,,,,
,502052,,,,,,
,502053,,,,,,
,502055,,,,,,
,502056,,,,,,
,502057,,,,,,
,502058,,,,,,
,502059,,,,,,
,502062,,,,,,
,502063,,,,,,
,502064,,,,,,
,502065,,,,,,
,502066,,,,,,
,502067,,,,,,
,502069,,,,,,
